Photo ID,Object Group,Target Dimension,Target Name,Target Shape,truth_length_cm,truth_width_cm,Reference Name,Reference Length (cm),Reference Width (cm),Camera Condition,Tilted (Y/N),In-plane Rotation (Y/N),Reference Placement,Reference Distance (cm),Image Filename,Notes,baseline_length_cm,baseline_width_cm,baseline_file,reference_length_cm,reference_width_cm,dimension_knownness,shape,camera_pose,reference_placement,object_group,shape_x_camera,knownness_x_camera,shape_x_reference,baseline_length_error_cm,baseline_width_error_cm,baseline_length_abs_error_cm,baseline_width_abs_error_cm,baseline_length_pe_pct,baseline_width_pe_pct,baseline_length_ape_pct,baseline_width_ape_pct,baseline_mean_signed_error_cm,baseline_mean_pe_pct,baseline_mean_abs_error_cm,baseline_mean_ape_pct,baseline_max_ape_pct,reference_length_error_cm,reference_width_error_cm,reference_length_abs_error_cm,reference_width_abs_error_cm,reference_length_pe_pct,reference_width_pe_pct,reference_length_ape_pct,reference_width_ape_pct,reference_mean_signed_error_cm,reference_mean_pe_pct,reference_mean_abs_error_cm,reference_mean_ape_pct,reference_max_ape_pct,delta_mean_abs_error_cm,delta_mean_ape_pct,reference_better_abs_error,reference_better_ape
01_DRIVERSLIC_TD_NEAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,Top-down,N,N,Near,10,01_DRIVERSLIC_TD_NEAR.jpg,,6.5,4.5,results/vlm_baseline/01_DRIVERSLIC_TD_NEAR_vlm_baseline.json,8.7887,5.477,known,regular,topdown,near,Regular-Known,regular + topdown,known + topdown,regular + ref near,-2.0,-1.0,2.0,1.0,-23.529411764705884,-18.181818181818183,23.529411764705884,18.181818181818183,-1.5,-20.855614973262036,1.5,20.855614973262036,23.529411764705884,0.2887000000000004,-0.022999999999999687,0.2887000000000004,0.022999999999999687,3.396470588235299,-0.4181818181818125,3.396470588235299,0.4181818181818125,0.13285000000000036,1.4891443850267432,0.15585000000000004,1.9073262032085558,3.396470588235299,-1.34415,-18.94828877005348,True,True
01_DRIVERSLIC_TD_FAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,01_DRIVERSLIC_TD_FAR.jpg,,8.6,5.4,results/vlm_baseline/01_DRIVERSLIC_TD_FAR_vlm_baseline.json,8.5162,5.3149,known,regular,topdown,far,Regular-Known,regular + topdown,known + topdown,regular + ref far,0.09999999999999964,-0.09999999999999964,0.09999999999999964,0.09999999999999964,1.17647058823529,-1.8181818181818117,1.17647058823529,1.8181818181818117,0.0,-0.32085561497326087,0.09999999999999964,1.4973262032085508,1.8181818181818117,0.016199999999999548,-0.18510000000000026,0.016199999999999548,0.18510000000000026,0.19058823529411234,-3.36545454545455,0.19058823529411234,3.36545454545455,-0.08445000000000036,-1.587433155080219,0.1006499999999999,1.7780213903743312,3.36545454545455,0.0006500000000002615,0.28069518716578035,False,False
01_DRIVERSLIC_ROT45_NEAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Near,10,01_DRIVERSLIC_ROT45_NEAR.jpg,,8.6,5.4,results/vlm_baseline/01_DRIVERSLIC_ROT45_NEAR_vlm_baseline.json,8.4797,5.3714,known,regular,rotated,near,Regular-Known,regular + rotated,known + rotated,regular + ref near,0.09999999999999964,-0.09999999999999964,0.09999999999999964,0.09999999999999964,1.17647058823529,-1.8181818181818117,1.17647058823529,1.8181818181818117,0.0,-0.32085561497326087,0.09999999999999964,1.4973262032085508,1.8181818181818117,-0.02030000000000065,-0.1285999999999996,0.02030000000000065,0.1285999999999996,-0.23882352941177237,-2.338181818181811,0.23882352941177237,2.338181818181811,-0.07445000000000013,-1.2885026737967915,0.07445000000000013,1.2885026737967915,2.338181818181811,-0.025549999999999518,-0.2088235294117593,True,True
01_DRIVERSLIC_ROT45_FAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Far,20,01_DRIVERSLIC_ROT45_FAR.jpg,,8.5,5.5,results/vlm_baseline/01_DRIVERSLIC_ROT45_FAR_vlm_baseline.json,7.9852,5.0884,known,regular,rotated,far,Regular-Known,regular + rotated,known + rotated,regular + ref far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5148000000000001,-0.41159999999999997,0.5148000000000001,0.41159999999999997,-6.056470588235296,-7.483636363636363,6.056470588235296,7.483636363636363,-0.46320000000000006,-6.77005347593583,0.46320000000000006,6.77005347593583,7.483636363636363,0.46320000000000006,6.77005347593583,False,False
01_DRIVERSLIC_TILT45_NEAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Near,10,01_DRIVERSLIC_TILT45_NEAR.jpg,,8.6,5.4,results/vlm_baseline/01_DRIVERSLIC_TILT45_NEAR_vlm_baseline.json,9.8813,4.8857,known,regular,tilted,near,Regular-Known,regular + tilted,known + tilted,regular + ref near,0.09999999999999964,-0.09999999999999964,0.09999999999999964,0.09999999999999964,1.17647058823529,-1.8181818181818117,1.17647058823529,1.8181818181818117,0.0,-0.32085561497326087,0.09999999999999964,1.4973262032085508,1.8181818181818117,1.3812999999999995,-0.6143000000000001,1.3812999999999995,0.6143000000000001,16.25058823529411,-11.16909090909091,16.25058823529411,11.16909090909091,0.38349999999999973,2.5407486631016,0.9977999999999998,13.70983957219251,16.25058823529411,0.8978000000000002,12.21251336898396,False,False
01_DRIVERSLIC_TILT45_FAR,Regular-Known,Known,Driver's License,Regular,8.5,5.5,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Far,20,01_DRIVERSLIC_TILT45_FAR.jpg,,10.0,6.0,results/vlm_baseline/01_DRIVERSLIC_TILT45_FAR_vlm_baseline.json,9.9422,4.7886,known,regular,tilted,far,Regular-Known,regular + tilted,known + tilted,regular + ref far,1.5,0.5,1.5,0.5,17.647058823529413,9.090909090909092,17.647058823529413,9.090909090909092,1.0,13.368983957219253,1.0,13.368983957219253,17.647058823529413,1.4421999999999997,-0.7114000000000003,1.4421999999999997,0.7114000000000003,16.96705882352941,-12.934545454545459,16.96705882352941,12.934545454545459,0.3653999999999997,2.0162566844919754,1.0768,14.950802139037435,16.96705882352941,0.07679999999999998,1.581818181818182,False,False
02_A4PAPER_TD_NEAR,Regular-Known,Known,A4 Paper,Regular,29.7,21.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Near,10,02_A4PAPER_TD_NEAR.jpg,,29.7,21.0,results/vlm_baseline/02_A4PAPER_TD_NEAR_vlm_baseline.json,29.5399,22.7448,known,regular,topdown,near,Regular-Known,regular + topdown,known + topdown,regular + ref near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1600999999999999,1.7448000000000015,0.1600999999999999,1.7448000000000015,-0.5390572390572388,8.308571428571435,0.5390572390572388,8.308571428571435,0.7923500000000008,3.884757094757098,0.9524500000000007,4.423814333814337,8.308571428571435,0.9524500000000007,4.423814333814337,False,False
02_A4PAPER_TD_FAR,Regular-Known,Known,A4 Paper,Regular,29.7,21.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,02_A4PAPER_TD_FAR.jpg,,24.8,18.8,results/vlm_baseline/02_A4PAPER_TD_FAR_vlm_baseline.json,27.1542,21.0507,known,regular,topdown,far,Regular-Known,regular + topdown,known + topdown,regular + ref far,-4.899999999999999,-2.1999999999999993,4.899999999999999,2.1999999999999993,-16.498316498316495,-10.476190476190473,16.498316498316495,10.476190476190473,-3.549999999999999,-13.487253487253483,3.549999999999999,13.487253487253483,16.498316498316495,-2.5458,0.05069999999999908,2.5458,0.05069999999999908,-8.571717171717172,0.24142857142856705,8.571717171717172,0.24142857142856705,-1.2475500000000004,-4.165144300144302,1.2982499999999995,4.40657287157287,8.571717171717172,-2.2517499999999995,-9.080680615680613,True,True
02_A4PAPER_ROT45_NEAR,Regular-Known,Known,A4 Paper,Regular,29.7,21.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Near,10,02_A4PAPER_ROT45_NEAR.jpg,,22.6,16.1,results/vlm_baseline/02_A4PAPER_ROT45_NEAR_vlm_baseline.json,28.8543,22.1486,known,regular,rotated,near,Regular-Known,regular + rotated,known + rotated,regular + ref near,-7.099999999999998,-4.899999999999999,7.099999999999998,4.899999999999999,-23.9057239057239,-23.33333333333333,23.9057239057239,23.33333333333333,-5.999999999999998,-23.619528619528616,5.999999999999998,23.619528619528616,23.9057239057239,-0.8457000000000008,1.1485999999999983,0.8457000000000008,1.1485999999999983,-2.84747474747475,5.4695238095238015,2.84747474747475,5.4695238095238015,0.15144999999999875,1.3110245310245257,0.9971499999999995,4.158499278499276,5.4695238095238015,-5.002849999999999,-19.461029341029338,True,True
02_A4PAPER_ROT45_FAR,Regular-Known,Known,A4 Paper,Regular,29.7,21.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Far,20,02_A4PAPER_ROT45_FAR.jpg,,29.7,21.0,results/vlm_baseline/02_A4PAPER_ROT45_FAR_vlm_baseline.json,25.2002,19.9735,known,regular,rotated,far,Regular-Known,regular + rotated,known + rotated,regular + ref far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4998000000000005,-1.0264999999999986,4.4998000000000005,1.0264999999999986,-15.150841750841751,-4.888095238095231,15.150841750841751,4.888095238095231,-2.7631499999999996,-10.01946849446849,2.7631499999999996,10.01946849446849,15.150841750841751,2.7631499999999996,10.01946849446849,False,False
